시군구,구분,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,합계,,,,,,,,원동기 자전거 이상,,,,,,,사륜오토바이(ATV),,자전거,,개인형이동수단(PM),,건설기계,,농기계,,기타,,미분류,,합계,,,,,,,,원동기 자전거 이상,,,,,,,사륜오토바이(ATV),,자전거,,개인형이동수단(PM),,건설기계,,농기계,,기타,,미분류,,합계,,,,,,,,원동기 자전거 이상,,,,,,,사륜오토바이(ATV),,자전거,,개인형이동수단(PM),,건설기계,,농기계,,기타,,미분류,,합계,,,,,,,,원동기 자전거 이상,,,,,,,사륜오토바이(ATV),,자전거,,개인형이동수단(PM),,건설기계,,농기계,,기타,,미분류,,합계,,,,,,,,원동기 자전거 이상,,,,,,,사륜오토바이(ATV),,자전거,,개인형이동수단(PM),,건설기계,,농기계,,보행자,,기타,,미분류,
,,합계,승용,승합,화물,특수,이륜,원동기,기타,합계,승용,승합,화물,특수,이륜,원동기,합계,기타,합계,기타,합계,기타,합계,기타,합계,기타,합계,기타,합계,기타,합계,승용,승합,화물,특수,이륜,원동기,기타,합계,승용,승합,화물,특수,이륜,원동기,합계,기타,합계,기타,합계,기타,합계,기타,합계,기타,합계,기타,합계,기타,합계,승용,승합,화물,특수,이륜,원동기,기타,합계,승용,승합,화물,특수,이륜,원동기,합계,기타,합계,기타,합계,기타,합계,기타,합계,기타,합계,기타,합계,기타,합계,승용,승합,화물,특수,이륜,원동기,기타,합계,승용,승합,화물,특수,이륜,원동기,합계,기타,합계,기타,합계,기타,합계,기타,합계,기타,합계,기타,합계,기타,합계,승용,승합,화물,특수,이륜,원동기,기타,합계,승용,승합,화물,특수,이륜,원동기,합계,기타,합계,기타,합계,기타,합계,기타,합계,기타,합계,기타,합계,기타,합계,기타
충주시,사고건수,5173,931,96,254,5,84,53,3750,1423,931,96,254,5,84,53,1,1,34,34,,,19,19,1,1,1911,1911,1784,1784,5461,1060,117,276,13,119,21,3855,1606,1060,117,276,13,119,21,3,3,34,34,1,1,16,16,3,3,2052,2052,1746,1746,5792,1133,117,290,14,91,25,4122,1670,1133,117,290,14,91,25,,,55,55,1,1,18,18,3,3,2245,2245,1800,1800,5416,1165,117,280,12,63,25,3754,1662,1165,117,280,12,63,25,2,2,46,46,3,3,19,19,1,1,1710,1710,1973,1973,5788,1261,116,305,11,97,17,3981,1807,1261,116,305,11,97,17,1,1,36,36,11,11,22,22,12,12,37,37,1866,1866,1996,1996
,사망자수,43,17,2,17,1,4,2,0,43,17,2,17,1,4,2,0,0,0,0,,,0,0,0,0,0,0,0,0,27,11,1,6,0,4,1,4,23,11,1,6,0,4,1,0,0,1,1,0,0,2,2,0,0,1,1,0,0,36,25,0,4,1,2,0,4,32,25,0,4,1,2,0,,,1,1,1,1,1,1,1,1,0,0,0,0,21,6,0,7,1,3,2,2,19,6,0,7,1,3,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,25,11,0,4,0,6,0,4,21,11,0,4,0,6,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0
,부상자수,8820,1555,164,459,30,99,65,6448,2372,1555,164,459,30,99,65,1,1,37,37,,,31,31,1,1,3101,3101,3277,3277,9115,1806,221,451,19,152,32,6434,2681,1806,221,451,19,152,32,5,5,34,34,1,1,20,20,3,3,3278,3278,3093,3093,10217,2083,291,482,19,115,30,7197,3020,2083,291,482,19,115,30,,,58,58,0,0,26,26,3,3,3812,3812,3298,3298,9600,2005,238,456,18,84,39,6760,2840,2005,238,456,18,84,39,2,2,46,46,3,3,33,33,1,1,2688,2688,3987,3987,10278,2086,183,509,21,114,29,7336,2942,2086,183,509,21,114,29,0,0,38,38,13,13,32,32,11,11,53,53,3078,3078,4111,4111
제천시,사고건수,2965,685,66,197,12,58,7,1940,1025,685,66,197,12,58,7,2,2,15,15,,,15,15,2,2,925,925,981,981,3102,726,65,175,6,63,3,2064,1038,726,65,175,6,63,3,,,16,16,,,13,13,1,1,998,998,1036,1036,2955,711,56,155,6,69,3,1955,1000,711,56,155,6,69,3,,,18,18,,,8,8,3,3,1029,1029,897,897,2971,732,57,193,9,82,4,1894,1077,732,57,193,9,82,4,2,2,12,12,3,3,8,8,3,3,864,864,1002,1002,2721,685,58,161,8,60,2,1747,974,685,58,161,8,60,2,,,16,16,3,3,8,8,,,20,20,845,845,855,855
,사망자수,13,8,0,2,0,1,1,1,12,8,0,2,0,1,1,0,0,0,0,,,1,1,0,0,0,0,0,0,21,11,0,5,0,3,0,2,19,11,0,5,0,3,0,,,2,2,,,0,0,0,0,0,0,0,0,19,10,3,2,0,3,0,1,18,10,3,2,0,3,0,,,0,0,,,1,1,0,0,0,0,0,0,16,8,1,2,0,5,0,0,16,8,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0,1,1,3,0,1,14,9,0,1,1,3,0,,,1,1,0,0,0,0,,,0,0,0,0,0,0
,부상자수,4977,1239,113,318,29,76,9,3193,1784,1239,113,318,29,76,9,3,3,16,16,,,27,27,3,3,1447,1447,1697,1697,5163,1280,105,286,12,77,3,3400,1763,1280,105,286,12,77,3,,,14,14,,,26,26,1,1,1576,1576,1783,1783,4880,1270,99,269,7,84,3,3148,1732,1270,99,269,7,84,3,,,18,18,,,13,13,3,3,1642,1642,1472,1472,4988,1284,98,292,15,104,5,3190,1798,1284,98,292,15,104,5,2,2,15,15,3,3,11,11,5,5,1350,1350,1804,1804,4624,1151,92,257,13,87,2,3022,1602,1151,92,257,13,87,2,,,18,18,3,3,12,12,,,27,27,1329,1329,1633,1633
청원군,사고건수,154,2,26,83,,,,43,111,2,26,83,,,,,,,,,,,,,,14,14,29,29,193,2,29,108,,,,54,139,2,29,108,,,,,,,,,,,,,,22,22,32,32,139,7,,94,,,,38,101,7,,94,,,,,,,,,,,,,,15,15,23,23,452,23,27,68,,,1,333,119,23,27,68,,,1,,,,,,,,,1,1,17,17,315,315,439,15,4,108,,,,312,127,15,4,108,,,,,,,,,,,,,,10,10,20,20,282,282
,사망자수,0,0,0,0,,,,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,,0,,,,0,0,0,,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0
,부상자수,278,8,43,159,,,,68,210,8,43,159,,,,,,,,,,,,,,22,22,46,46,349,2,62,177,,,,108,241,2,62,177,,,,,,,,,,,,,,40,40,68,68,273,10,,196,,,,67,206,10,,196,,,,,,,,,,,,,,26,26,41,41,716,45,49,124,,,1,497,219,45,49,124,,,1,,,,,,,,,3,3,30,30,464,464,758,45,9,189,,,,515,243,45,9,189,,,,,,,,,,,,,,12,12,47,47,456,456
보은군,사고건수,658,83,12,61,,16,1,485,173,83,12,61,,16,1,1,1,5,5,,,4,4,2,2,218,218,255,255,733,89,13,65,,19,,547,186,89,13,65,,19,,,,5,5,,,3,3,1,1,257,257,281,281,783,126,15,57,,15,1,569,214,126,15,57,,15,1,3,3,7,7,,,2,2,2,2,303,303,252,252,672,105,13,58,3,27,,466,206,105,13,58,3,27,,1,1,6,6,1,1,2,2,2,2,230,230,224,224,767,116,12,66,2,15,1,555,212,116,12,66,2,15,1,,,2,2,1,1,3,3,4,4,5,5,257,257,283,283
,사망자수,19,8,1,6,,2,0,2,17,8,1,6,,2,0,0,0,0,0,,,2,2,0,0,0,0,0,0,6,2,0,2,,2,,0,6,2,0,2,,2,,,,0,0,,,0,0,0,0,0,0,0,0,13,4,0,3,,5,1,0,13,4,0,3,,5,1,0,0,0,0,,,0,0,0,0,0,0,0,0,9,1,2,2,2,1,,1,8,1,2,2,2,1,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10,1,0,4,2,1,0,2,8,1,0,4,2,1,0,,,0,0,0,0,1,1,1,1,0,0,0,0,0,0
,부상자수,1243,132,21,114,,15,1,960,283,132,21,114,,15,1,1,1,5,5,,,2,2,3,3,432,432,517,517,1467,161,23,92,,21,,1170,297,161,23,92,,21,,,,5,5,,,7,7,1,1,545,545,612,612,1712,263,37,109,,14,0,1289,423,263,37,109,,14,0,3,3,7,7,,,4,4,2,2,651,651,622,622,1375,221,22,118,5,30,,979,396,221,22,118,5,30,,1,1,5,5,1,1,2,2,9,9,424,424,537,537,1521,203,18,131,10,20,1,1138,383,203,18,131,10,20,1,,,2,2,2,2,2,2,3,3,6,6,445,445,678,678
옥천군,사고건수,1087,122,21,85,3,35,16,805,282,122,21,85,3,35,16,1,1,9,9,,,2,2,2,2,362,362,429,429,1102,161,26,68,7,31,5,804,298,161,26,68,7,31,5,1,1,,,,,7,7,2,2,367,367,427,427,1185,173,17,94,1,23,1,876,309,173,17,94,1,23,1,2,2,6,6,,,6,6,3,3,463,463,396,396,1073,127,21,106,3,23,5,788,285,127,21,106,3,23,5,1,1,5,5,1,1,3,3,1,1,355,355,422,422,1180,137,23,106,6,30,2,876,304,137,23,106,6,30,2,,,5,5,,,4,4,1,1,10,10,409,409,447,447
,사망자수,10,3,0,4,0,1,1,1,9,3,0,4,0,1,1,0,0,0,0,,,0,0,1,1,0,0,0,0,11,7,0,3,0,1,0,0,11,7,0,3,0,1,0,0,0,,,,,0,0,0,0,0,0,0,0,7,4,1,1,0,1,0,0,7,4,1,1,0,1,0,0,0,0,0,,,0,0,0,0,0,0,0,0,5,1,0,2,0,1,0,1,4,1,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,2,2,0,0,9,0,0,5,2,2,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0
,부상자수,1838,224,30,139,5,39,19,1382,456,224,30,139,5,39,19,1,1,9,9,,,2,2,2,2,594,594,774,774,1803,254,41,93,11,42,6,1356,447,254,41,93,11,42,6,1,1,,,,,12,12,2,2,566,566,775,775,1997,291,25,139,4,27,1,1510,487,291,25,139,4,27,1,4,4,6,6,,,7,7,4,4,779,779,710,710,1867,200,35,181,5,25,5,1416,451,200,35,181,5,25,5,0,0,5,5,1,1,3,3,1,1,583,583,823,823,1979,222,29,148,8,36,2,1534,445,222,29,148,8,36,2,,,5,5,,,5,5,2,2,12,12,650,650,860,860
영동군,사고건수,680,115,10,55,2,26,2,470,210,115,10,55,2,26,2,3,3,4,4,,,3,3,2,2,221,221,237,237,620,107,11,59,2,22,1,418,202,107,11,59,2,22,1,2,2,4,4,,,3,3,2,2,213,213,194,194,640,147,15,62,2,28,1,385,255,147,15,62,2,28,1,3,3,13,13,,,2,2,5,5,209,209,153,153,609,120,7,58,2,15,,407,202,120,7,58,2,15,,2,2,5,5,,,4,4,3,3,179,179,214,214,602,104,10,60,3,19,1,405,197,104,10,60,3,19,1,1,1,7,7,,,6,6,1,1,3,3,190,190,197,197
,사망자수,12,2,4,3,1,1,0,1,11,2,4,3,1,1,0,0,0,0,0,,,0,0,1,1,0,0,0,0,10,1,0,6,0,2,0,1,9,1,0,6,0,2,0,0,0,0,0,,,0,0,1,1,0,0,0,0,9,4,1,3,0,0,0,1,8,4,1,3,0,0,0,0,0,0,0,,,0,0,1,1,0,0,0,0,10,4,0,4,1,0,,1,9,4,0,4,1,0,,0,0,0,0,,,1,1,0,0,0,0,0,0,8,3,0,2,0,1,0,2,6,3,0,2,0,1,0,1,1,0,0,,,0,0,1,1,0,0,0,0,0,0
,부상자수,1037,175,15,84,1,32,2,728,309,175,15,84,1,32,2,3,3,4,4,,,4,4,1,1,320,320,396,396,958,162,23,87,2,23,1,660,298,162,23,87,2,23,1,3,3,4,4,,,5,5,1,1,332,332,315,315,1030,237,20,107,3,32,1,630,400,237,20,107,3,32,1,3,3,13,13,,,3,3,6,6,339,339,266,266,955,184,16,77,5,18,,655,300,184,16,77,5,18,,2,2,5,5,,,3,3,3,3,262,262,380,380,966,153,12,90,10,18,1,682,284,153,12,90,10,18,1,0,0,7,7,,,8,8,0,0,3,3,305,305,359,359
진천군,사고건수,2121,357,50,131,1,35,10,1537,584,357,50,131,1,35,10,,,13,13,,,11,11,4,4,796,796,713,713,2481,444,53,147,9,40,5,1783,698,444,53,147,9,40,5,1,1,12,12,,,5,5,6,6,936,936,823,823,2477,385,60,164,2,42,5,1819,658,385,60,164,2,42,5,3,3,12,12,1,1,6,6,6,6,960,960,831,831,2589,507,50,185,3,23,20,1801,788,507,50,185,3,23,20,,,8,8,1,1,8,8,5,5,801,801,978,978,2831,554,71,196,5,26,8,1971,860,554,71,196,5,26,8,2,2,10,10,2,2,7,7,3,3,14,14,919,919,1014,1014
,사망자수,17,10,1,3,0,2,0,1,16,10,1,3,0,2,0,,,0,0,,,0,0,1,1,0,0,0,0,20,9,2,3,3,0,0,3,17,9,2,3,3,0,0,1,1,0,0,,,0,0,2,2,0,0,0,0,11,6,0,2,0,3,0,0,11,6,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,3,5,0,0,0,0,12,4,3,5,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,16,7,1,5,0,0,3,0,16,7,1,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,부상자수,3846,610,94,208,1,38,12,2883,963,610,94,208,1,38,12,,,13,13,,,15,15,4,4,1425,1425,1426,1426,4545,790,93,242,11,45,5,3359,1186,790,93,242,11,45,5,0,0,12,12,,,10,10,4,4,1684,1684,1649,1649,4862,665,291,264,7,50,6,3579,1283,665,291,264,7,50,6,3,3,13,13,1,1,8,8,9,9,1833,1833,1712,1712,5195,964,125,324,5,24,24,3729,1466,964,125,324,5,24,24,,,9,9,1,1,17,17,7,7,1449,1449,2246,2246,5674,998,142,312,7,34,7,4174,1500,998,142,312,7,34,7,2,2,10,10,2,2,8,8,4,4,16,16,1683,1683,2449,2449
괴산군,사고건수,936,123,15,87,,15,2,694,242,123,15,87,,15,2,2,2,3,3,,,6,6,2,2,355,355,326,326,1195,162,27,109,2,15,2,878,317,162,27,109,2,15,2,1,1,4,4,1,1,1,1,2,2,441,441,428,428,1098,130,18,75,2,14,,859,239,130,18,75,2,14,,3,3,5,5,,,1,1,3,3,463,463,384,384,1011,176,18,87,2,21,,707,304,176,18,87,2,21,,,,2,2,1,1,2,2,5,5,315,315,382,382,1024,191,15,96,2,8,2,710,314,191,15,96,2,8,2,3,3,1,1,1,1,4,4,,,6,6,340,340,355,355
,사망자수,15,7,0,5,,2,0,1,14,7,0,5,,2,0,0,0,0,0,,,1,1,0,0,0,0,0,0,14,4,0,5,2,1,2,0,14,4,0,5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,1,0,0,,1,9,8,0,1,0,0,,0,0,0,0,,,0,0,1,1,0,0,0,0,10,2,0,5,1,2,,0,10,2,0,5,1,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,1,0,0,0,1,5,3,1,1,0,0,0,0,0,0,0,1,1,0,0,,,0,0,0,0,0,0
,부상자수,1896,243,28,158,,15,2,1450,446,243,28,158,,15,2,3,3,3,3,,,9,9,3,3,698,698,734,734,2545,324,45,207,4,16,0,1949,596,324,45,207,4,16,0,1,1,4,4,1,1,3,3,4,4,895,895,1041,1041,2381,230,36,116,2,17,,1980,401,230,36,116,2,17,,3,3,5,5,,,1,1,3,3,978,978,990,990,2281,329,45,149,1,28,,1729,552,329,45,149,1,28,,,,2,2,2,2,3,3,8,8,690,690,1024,1024,2361,370,49,164,3,9,2,1764,597,370,49,164,3,9,2,4,4,1,1,0,0,5,5,,,6,6,711,711,1037,1037
음성군,사고건수,2446,399,65,190,5,49,22,1716,730,399,65,190,5,49,22,,,10,10,1,1,9,9,1,1,853,853,842,842,2691,489,70,223,4,29,10,1866,825,489,70,223,4,29,10,,,12,12,1,1,9,9,2,2,938,938,904,904,2813,515,59,208,7,49,4,1971,842,515,59,208,7,49,4,2,2,7,7,,,12,12,6,6,1094,1094,850,850,2808,624,57,213,4,63,3,1844,964,624,57,213,4,63,3,,,12,12,1,1,16,16,8,8,871,871,936,936,2910,581,63,219,6,54,4,1983,927,581,63,219,6,54,4,4,4,10,10,2,2,12,12,3,3,8,8,914,914,1030,1030
,사망자수,21,17,0,2,0,0,2,0,21,17,0,2,0,0,2,,,0,0,0,0,0,0,0,0,0,0,0,0,20,8,1,8,1,2,0,0,20,8,1,8,1,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,18,8,4,3,1,1,0,1,17,8,4,3,1,1,0,1,1,0,0,,,0,0,0,0,0,0,0,0,20,10,1,3,0,3,0,3,17,10,1,3,0,3,0,,,0,0,0,0,0,0,3,3,0,0,0,0,12,5,0,4,0,1,0,2,10,5,0,4,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
,부상자수,4462,725,206,324,5,61,24,3117,1345,725,206,324,5,61,24,,,11,11,1,1,12,12,2,2,1468,1468,1623,1623,4903,924,139,368,10,29,11,3422,1481,924,139,368,10,29,11,,,12,12,1,1,13,13,3,3,1649,1649,1744,1744,5082,874,136,418,6,57,5,3586,1496,874,136,418,6,57,5,1,1,7,7,,,31,31,8,8,1980,1980,1559,1559,5191,1121,114,316,4,73,4,3559,1632,1121,114,316,4,73,4,,,15,15,1,1,24,24,7,7,1489,1489,2023,2023,5524,987,118,343,9,62,4,4001,1523,987,118,343,9,62,4,4,4,10,10,2,2,17,17,4,4,9,9,1673,1673,2282,2282
단양군,사고건수,603,93,21,47,4,9,2,427,176,93,21,47,4,9,2,,,1,1,,,5,5,3,3,217,217,201,201,588,90,23,41,4,10,,420,168,90,23,41,4,10,,1,1,1,1,1,1,8,8,1,1,214,214,194,194,568,101,14,50,2,9,1,391,177,101,14,50,2,9,1,,,5,5,,,12,12,7,7,205,205,162,162,538,128,9,53,6,16,1,325,213,128,9,53,6,16,1,,,2,2,,,4,4,4,4,156,156,159,159,517,115,15,51,4,22,1,309,208,115,15,51,4,22,1,1,1,2,2,,,9,9,2,2,3,3,161,161,131,131
,사망자수,9,3,2,3,0,1,0,0,9,3,2,3,0,1,0,,,0,0,,,0,0,0,0,0,0,0,0,8,5,0,2,0,1,,0,8,5,0,2,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,3,1,1,0,2,8,3,0,3,1,1,0,,,0,0,,,0,0,2,2,0,0,0,0,5,1,0,1,0,2,0,1,4,1,0,1,0,2,0,,,0,0,,,0,0,0,0,1,1,0,0,7,3,0,0,0,1,1,2,5,3,0,0,0,1,1,1,1,0,0,,,1,1,0,0,0,0,0,0,0,0
,부상자수,1053,157,92,85,5,8,3,703,350,157,92,85,5,8,3,,,1,1,,,5,5,3,3,347,347,347,347,1070,163,47,69,5,10,,776,294,163,47,69,5,10,,1,1,1,1,1,1,12,12,1,1,379,379,381,381,1035,203,26,88,3,10,1,704,331,203,26,88,3,10,1,,,5,5,,,17,17,7,7,379,379,296,296,943,226,16,84,6,22,1,588,355,226,16,84,6,22,1,,,2,2,,,5,5,4,4,272,272,305,305,894,197,27,84,9,27,0,550,344,197,27,84,9,27,0,0,0,2,2,,,8,8,2,2,3,3,266,266,269,269
증평군,사고건수,669,107,18,45,,26,3,470,199,107,18,45,,26,3,,,11,11,,,3,3,1,1,257,257,198,198,730,126,24,28,1,13,2,536,194,126,24,28,1,13,2,,,8,8,,,3,3,,,288,288,237,237,857,170,13,39,1,25,,609,248,170,13,39,1,25,,1,1,7,7,,,1,1,1,1,348,348,251,251,813,157,18,43,1,19,5,570,243,157,18,43,1,19,5,1,1,9,9,1,1,3,3,,,258,258,298,298,956,198,21,42,2,33,1,659,297,198,21,42,2,33,1,1,1,15,15,,,4,4,1,1,4,4,302,302,332,332
,사망자수,4,3,0,1,,0,0,0,4,3,0,1,,0,0,,,0,0,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,,,0,0,,,0,0,,,0,0,0,0,6,4,1,1,0,0,,0,6,4,1,1,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,3,1,1,1,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
,부상자수,1038,170,21,92,,34,3,718,320,170,21,92,,34,3,,,11,11,,,7,7,1,1,365,365,334,334,1183,211,42,48,1,18,3,860,323,211,42,48,1,18,3,,,9,9,,,5,5,,,462,462,384,384,1384,243,21,80,1,30,,1009,375,243,21,80,1,30,,1,1,7,7,,,1,1,1,1,553,553,446,446,1346,237,21,76,1,21,5,985,361,237,21,76,1,21,5,1,1,10,10,1,1,5,5,,,412,412,556,556,1616,301,31,75,2,36,1,1170,446,301,31,75,2,36,1,1,1,16,16,,,14,14,1,1,5,5,478,478,655,655
천안시,사고건수,18024,2259,724,647,7,197,67,14123,3901,2259,724,647,7,197,67,8,8,60,60,1,1,21,21,4,4,6972,6972,7057,7057,19562,2657,798,636,22,302,41,15106,4456,2657,798,636,22,302,41,1,1,63,63,6,6,26,26,4,4,7489,7489,7517,7517,20325,2918,870,663,20,358,37,15459,4866,2918,870,663,20,358,37,2,2,53,53,11,11,32,32,1,1,8369,8369,6991,6991,20034,3611,671,780,24,478,60,14410,5624,3611,671,780,24,478,60,3,3,65,65,13,13,34,34,5,5,6816,6816,7474,7474,20822,3836,797,880,11,560,48,14690,6132,3836,797,880,11,560,48,1,1,70,70,25,25,24,24,3,3,114,114,6960,6960,7493,7493
,사망자수,49,27,4,11,0,3,1,3,46,27,4,11,0,3,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,54,21,7,14,0,10,0,2,52,21,7,14,0,10,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,42,20,8,7,0,6,0,1,41,20,8,7,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,51,19,3,15,1,9,0,4,47,19,3,15,1,9,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,29,17,1,4,0,6,0,1,28,17,1,4,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
,부상자수,31029,3667,1145,957,7,226,74,24953,6076,3667,1145,957,7,226,74,11,11,61,61,1,1,22,22,4,4,11570,11570,13284,13284,33535,4244,1251,1009,34,350,50,26597,6938,4244,1251,1009,34,350,50,1,1,65,65,6,6,30,30,4,4,12412,12412,14079,14079,34817,4665,1422,1053,24,424,44,27185,7632,4665,1422,1053,24,424,44,2,2,53,53,11,11,65,65,1,1,13986,13986,13067,13067,35235,5836,1082,1190,30,601,72,26424,8811,5836,1082,1190,30,601,72,3,3,69,69,16,16,41,41,6,6,11115,11115,15174,15174,36670,6198,1209,1402,20,669,65,27107,9563,6198,1209,1402,20,669,65,1,1,80,80,28,28,31,31,3,3,159,159,11630,11630,15175,15175
아산시,사고건수,8656,868,281,314,8,105,16,7064,1592,868,281,314,8,105,16,1,1,15,15,,,9,9,3,3,3548,3548,3488,3488,8610,787,265,281,4,89,4,7180,1430,787,265,281,4,89,4,2,2,18,18,,,4,4,4,4,3631,3631,3521,3521,9206,1027,244,327,10,118,11,7469,1737,1027,244,327,10,118,11,,,16,16,,,18,18,3,3,3981,3981,3451,3451,9127,1524,280,416,8,163,6,6730,2397,1524,280,416,8,163,6,3,3,17,17,,,8,8,5,5,3026,3026,3671,3671,9023,1462,293,452,9,149,10,6648,2375,1462,293,452,9,149,10,1,1,25,25,5,5,18,18,3,3,46,46,3004,3004,3546,3546
,사망자수,51,28,1,10,1,6,3,2,49,28,1,10,1,6,3,1,1,1,1,,,0,0,0,0,0,0,0,0,38,17,1,12,0,4,1,3,35,17,1,12,0,4,1,0,0,1,1,,,1,1,1,1,0,0,0,0,36,15,1,13,0,5,0,2,34,15,1,13,0,5,0,,,1,1,,,1,1,0,0,0,0,0,0,19,11,0,3,0,2,1,2,17,11,0,3,0,2,1,0,0,1,1,,,1,1,0,0,0,0,0,0,27,13,1,5,0,5,0,3,24,13,1,5,0,5,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0
,부상자수,14610,1314,435,474,8,115,13,12251,2359,1314,435,474,8,115,13,0,0,14,14,,,9,9,5,5,5832,5832,6391,6391,14268,1255,431,407,6,99,3,12067,2201,1255,431,407,6,99,3,2,2,17,17,,,3,3,3,3,5854,5854,6188,6188,15259,1579,387,510,14,129,12,12628,2631,1579,387,510,14,129,12,,,15,15,,,19,19,4,4,6532,6532,6058,6058,15601,2346,410,641,12,189,6,11997,3604,2346,410,641,12,189,6,6,6,16,16,,,9,9,6,6,4876,4876,7084,7084,15188,2275,472,667,14,174,11,11575,3613,2275,472,667,14,174,11,1,1,24,24,5,5,28,28,6,6,55,55,4869,4869,6587,6587
보령시,사고건수,2188,303,48,109,5,39,11,1673,515,303,48,109,5,39,11,3,3,14,14,,,2,2,4,4,860,860,790,790,2280,297,57,89,4,31,4,1798,482,297,57,89,4,31,4,1,1,7,7,,,4,4,2,2,915,915,869,869,2342,379,55,112,3,48,3,1742,600,379,55,112,3,48,3,3,3,7,7,2,2,6,6,6,6,1003,1003,715,715,2310,498,60,121,3,75,4,1549,761,498,60,121,3,75,4,3,3,12,12,1,1,6,6,4,4,749,749,774,774,2321,484,52,122,2,52,2,1607,714,484,52,122,2,52,2,3,3,11,11,,,5,5,8,8,22,22,727,727,831,831
,사망자수,24,14,0,3,0,4,0,3,21,14,0,3,0,4,0,0,0,1,1,,,1,1,1,1,0,0,0,0,18,8,2,8,0,0,0,0,18,8,2,8,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,16,6,0,8,0,0,1,1,15,6,0,8,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12,5,0,3,0,4,0,0,12,5,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,0,2,0,3,0,3,16,11,0,2,0,3,0,0,0,0,0,,,0,0,3,3,0,0,0,0,0,0
,부상자수,3656,485,69,172,10,44,19,2857,799,485,69,172,10,44,19,3,3,13,13,,,2,2,3,3,1392,1392,1444,1444,3772,458,81,149,5,32,4,3043,729,458,81,149,5,32,4,2,2,7,7,,,4,4,3,3,1509,1509,1518,1518,3984,576,93,170,4,52,2,3087,897,576,93,170,4,52,2,5,5,6,6,2,2,9,9,14,14,1701,1701,1350,1350,4022,862,82,178,3,90,8,2799,1223,862,82,178,3,90,8,3,3,13,13,1,1,13,13,6,6,1170,1170,1593,1593,4063,757,85,169,4,55,2,2991,1072,757,85,169,4,55,2,3,3,12,12,,,7,7,8,8,26,26,1224,1224,1711,1711
공주시,사고건수,3735,426,114,169,2,57,4,2963,772,426,114,169,2,57,4,2,2,17,17,,,4,4,3,3,1340,1340,1597,1597,3908,508,101,169,2,66,5,3057,851,508,101,169,2,66,5,5,5,10,10,,,9,9,1,1,1447,1447,1585,1585,4088,538,96,188,6,68,4,3188,900,538,96,188,6,68,4,4,4,21,21,,,9,9,3,3,1603,1603,1548,1548,3918,654,113,188,3,86,6,2868,1050,654,113,188,3,86,6,2,2,8,8,,,7,7,3,3,1281,1281,1567,1567,4094,645,111,207,4,78,2,3047,1047,645,111,207,4,78,2,3,3,10,10,1,1,3,3,3,3,19,19,1311,1311,1697,1697
